txn_id,src_account,dst_account,amount,timestamp,is_fraud
TXN00445,ACC0040,ACC0089,102.76,2025-02-28 09:23,0
TXN00016,ACC0017,ACC0120,285.72,2025-01-05 07:23,0
TXN00268,ACC0019,ACC0033,165.84,2025-02-08 04:48,0
TXN00222,ACC0014,ACC0058,408.03,2025-02-09 01:46,0
TXN00092,ACC0089,ACC0107,505.52,2025-01-07 22:49,0
TXN00056,ACC0040,ACC0029,647.18,2025-01-10 00:02,0
TXN00573,ACC0125,ACC0126,1750.12,2025-01-07 14:14,1
TXN00414,ACC0037,ACC0091,173.75,2025-02-15 15:20,0
TXN00388,ACC0018,ACC0113,218.93,2025-01-24 12:23,0
TXN00132,ACC0029,ACC0083,127.7,2025-01-18 04:04,0
TXN00457,ACC0003,ACC0051,211.02,2025-01-01 23:13,0
TXN00013,ACC0051,ACC0017,540.64,2025-01-20 14:20,0
TXN00011,ACC0054,ACC0085,471.1,2025-02-03 10:59,0
TXN00125,ACC0040,ACC0073,500.61,2025-02-09 23:06,0
TXN00113,ACC0025,ACC0028,593.5,2025-01-18 23:37,0
TXN00463,ACC0085,ACC0112,436.05,2025-02-11 11:07,0
TXN00194,ACC0047,ACC0068,406.42,2025-01-18 05:16,0
TXN00519,ACC0116,ACC0112,556.91,2025-02-06 15:17,0
TXN00006,ACC0075,ACC0095,438.33,2025-02-17 10:03,0
TXN00301,ACC0107,ACC0025,300.59,2025-02-06 14:29,0
TXN00476,ACC0053,ACC0039,227.37,2025-02-05 18:56,0
TXN00019,ACC0071,ACC0039,746.09,2025-01-07 04:16,0
TXN00521,ACC0121,ACC0127,2115.71,2025-01-10 22:52,1
TXN00567,ACC0125,ACC0142,1632.27,2025-01-07 15:22,1
TXN00054,ACC0085,ACC0011,234.19,2025-02-12 20:39,0
TXN00550,ACC0141,ACC0148,1462.42,2025-01-26 18:50,1
TXN00181,ACC0037,ACC0087,441.81,2025-01-05 14:22,0
TXN00400,ACC0043,ACC0087,96.59,2025-01-27 18:19,0
TXN00238,ACC0037,ACC0077,256.83,2025-01-07 18:32,0
TXN00239,ACC0028,ACC0020,528.82,2025-01-15 03:22,0
TXN00354,ACC0038,ACC0115,246.97,2025-01-11 22:45,0
TXN00319,ACC0038,ACC0055,11.24,2025-01-23 07:36,0
TXN00119,ACC0044,ACC0024,772.74,2025-01-17 15:07,0
TXN00170,ACC0069,ACC0049,763.77,2025-02-10 22:56,0
TXN00534,ACC0130,ACC0149,1394.96,2025-01-26 03:08,1
TXN00297,ACC0024,ACC0107,557.35,2025-02-09 05:46,0
TXN00481,ACC0109,ACC0029,247.58,2025-02-15 04:51,0
TXN00240,ACC0109,ACC0072,300.37,2025-02-18 08:36,0
TXN00293,ACC0063,ACC0025,188.97,2025-01-09 04:04,0
TXN00252,ACC0045,ACC0056,97.6,2025-02-13 21:37,0
TXN00159,ACC0085,ACC0063,693.56,2025-01-29 17:30,0
TXN00241,ACC0029,ACC0104,349.0,2025-02-05 19:39,0
TXN00318,ACC0003,ACC0081,417.15,2025-01-16 22:09,0
TXN00475,ACC0039,ACC0113,123.18,2025-02-12 16:14,0
TXN00115,ACC0030,ACC0047,151.76,2025-01-01 22:34,0
TXN00102,ACC0060,ACC0073,492.16,2025-01-25 10:01,0
TXN00098,ACC0094,ACC0067,772.72,2025-01-18 19:51,0
TXN00543,ACC0123,ACC0134,1562.79,2025-01-24 07:46,1
TXN00473,ACC0065,ACC0038,194.99,2025-02-28 23:36,0
TXN00505,ACC0009,ACC0091,129.31,2025-01-14 16:29,0
TXN00100,ACC0094,ACC0076,222.03,2025-02-24 07:53,0
TXN00329,ACC0006,ACC0102,167.58,2025-01-03 10:59,0
TXN00314,ACC0028,ACC0107,128.12,2025-02-16 19:33,0
TXN00076,ACC0103,ACC0078,719.27,2025-02-01 07:17,0
TXN00286,ACC0110,ACC0085,771.88,2025-02-08 04:21,0
TXN00060,ACC0001,ACC0115,603.26,2025-02-19 03:49,0
TXN00538,ACC0145,ACC0150,1415.37,2025-01-26 12:00,1
TXN00139,ACC0035,ACC0074,41.78,2025-02-18 05:30,0
TXN00209,ACC0089,ACC0048,181.64,2025-01-29 07:54,0
TXN00153,ACC0020,ACC0064,746.8,2025-01-19 16:45,0
TXN00514,ACC0088,ACC0106,679.82,2025-02-11 20:48,0
TXN00130,ACC0088,ACC0030,739.89,2025-02-20 20:37,0
TXN00269,ACC0098,ACC0084,69.53,2025-02-19 20:31,0
TXN00026,ACC0072,ACC0002,98.38,2025-02-26 22:57,0
TXN00371,ACC0106,ACC0111,32.42,2025-01-03 20:49,0
TXN00545,ACC0123,ACC0139,1503.92,2025-01-24 00:25,1
TXN00381,ACC0038,ACC0050,692.69,2025-01-27 07:55,0
TXN00328,ACC0092,ACC0100,755.45,2025-01-03 09:12,0
TXN00480,ACC0039,ACC0049,155.26,2025-02-04 15:15,0
TXN00237,ACC0086,ACC0097,344.12,2025-02-28 23:03,0
TXN00212,ACC0109,ACC0106,369.23,2025-02-12 06:41,0
TXN00442,ACC0093,ACC0074,19.03,2025-02-11 11:44,0
TXN00411,ACC0069,ACC0044,441.56,2025-02-13 23:43,0
TXN00018,ACC0079,ACC0104,526.64,2025-01-01 21:52,0
TXN00285,ACC0013,ACC0072,545.92,2025-01-19 08:46,0
TXN00215,ACC0076,ACC0028,652.31,2025-01-15 10:49,0
TXN00423,ACC0007,ACC0013,336.51,2025-02-15 15:06,0
TXN00542,ACC0136,ACC0147,1413.7,2025-01-26 15:09,1
TXN00288,ACC0084,ACC0090,533.09,2025-01-09 19:45,0
TXN00295,ACC0095,ACC0114,425.96,2025-02-12 10:56,0
TXN00553,ACC0124,ACC0126,1690.92,2025-01-05 13:43,1
TXN00330,ACC0040,ACC0066,324.6,2025-02-22 17:30,0
TXN00557,ACC0124,ACC0132,1559.16,2025-01-05 22:26,1
TXN00562,ACC0135,ACC0146,1395.02,2025-01-07 10:50,1
TXN00410,ACC0068,ACC0049,257.86,2025-01-12 14:58,0
TXN00373,ACC0080,ACC0082,33.93,2025-02-26 20:34,0
TXN00107,ACC0061,ACC0083,572.36,2025-01-29 00:05,0
TXN00308,ACC0058,ACC0114,286.17,2025-01-02 13:03,0
TXN00083,ACC0097,ACC0107,343.04,2025-02-23 02:30,0
TXN00283,ACC0037,ACC0050,332.93,2025-01-22 21:38,0
TXN00544,ACC0134,ACC0149,1480.75,2025-01-25 14:06,1
TXN00536,ACC0138,ACC0150,1409.08,2025-01-26 03:01,1
TXN00552,ACC0128,ACC0149,1447.78,2025-01-25 18:34,1
TXN00334,ACC0057,ACC0115,765.62,2025-01-22 05:31,0
TXN00566,ACC0144,ACC0147,1558.65,2025-01-09 14:50,1
TXN00099,ACC0118,ACC0069,621.97,2025-01-30 13:52,0
TXN00094,ACC0073,ACC0101,42.44,2025-02-04 13:42,0
TXN00578,ACC0126,ACC0132,2534.36,2025-01-06 06:29,1
TXN00160,ACC0045,ACC0043,446.01,2025-02-04 12:29,0
TXN00468,ACC0015,ACC0005,649.49,2025-01-27 19:49,0
TXN00205,ACC0015,ACC0013,195.49,2025-02-04 04:24,0
TXN00012,ACC0034,ACC0027,539.08,2025-01-21 07:16,0
TXN00377,ACC0044,ACC0078,123.5,2025-02-25 22:20,0
TXN00230,ACC0113,ACC0099,445.55,2025-02-25 06:27,0
TXN00059,ACC0050,ACC0064,325.73,2025-01-10 20:44,0
TXN00223,ACC0101,ACC0117,694.91,2025-02-03 09:29,0
TXN00259,ACC0003,ACC0059,737.72,2025-02-25 10:36,0
TXN00362,ACC0067,ACC0045,111.38,2025-02-23 17:40,0
TXN00066,ACC0021,ACC0096,690.58,2025-01-29 08:48,0
TXN00041,ACC0034,ACC0023,468.67,2025-01-17 01:06,0
TXN00095,ACC0048,ACC0009,409.71,2025-01-22 00:54,0
TXN00520,ACC0006,ACC0119,68.73,2025-03-01 08:57,0
TXN00396,ACC0020,ACC0078,715.57,2025-01-09 10:59,0
TXN00177,ACC0088,ACC0102,152.24,2025-01-12 02:39,0
TXN00258,ACC0046,ACC0010,323.69,2025-02-17 01:27,0
TXN00093,ACC0039,ACC0109,550.56,2025-02-21 03:50,0
TXN00243,ACC0089,ACC0035,32.87,2025-01-18 22:48,0
TXN00482,ACC0060,ACC0118,55.52,2025-01-27 13:35,0
TXN00446,ACC0079,ACC0029,183.11,2025-01-09 15:09,0
TXN00020,ACC0015,ACC0114,94.56,2025-02-05 04:17,0
TXN00331,ACC0033,ACC0005,605.1,2025-01-13 09:22,0
TXN00148,ACC0057,ACC0098,50.77,2025-01-18 17:08,0
TXN00525,ACC0121,ACC0136,1718.12,2025-01-10 23:22,1
TXN00345,ACC0050,ACC0073,35.58,2025-01-10 21:28,0
TXN00265,ACC0029,ACC0043,625.5,2025-01-05 16:40,0
TXN00465,ACC0107,ACC0001,607.38,2025-01-20 14:43,0
TXN00492,ACC0037,ACC0049,378.34,2025-02-11 11:19,0
TXN00086,ACC0026,ACC0108,26.1,2025-01-10 07:08,0
TXN00484,ACC0083,ACC0011,738.56,2025-02-24 11:05,0
TXN00206,ACC0059,ACC0048,539.68,2025-02-17 22:34,0
TXN00556,ACC0140,ACC0149,1464.6,2025-01-07 18:25,1
TXN00486,ACC0087,ACC0078,486.31,2025-02-25 02:12,0
TXN00409,ACC0018,ACC0067,173.8,2025-01-21 21:30,0
TXN00096,ACC0054,ACC0106,397.26,2025-01-28 11:40,0
TXN00367,ACC0026,ACC0082,765.52,2025-01-18 04:40,0
TXN00395,ACC0018,ACC0092,273.1,2025-01-31 16:29,0
TXN00277,ACC0075,ACC0071,763.84,2025-02-17 01:28,0
TXN00133,ACC0008,ACC0022,636.18,2025-02-08 23:52,0
TXN00134,ACC0073,ACC0118,238.0,2025-01-08 14:44,0
TXN00279,ACC0061,ACC0065,129.18,2025-01-04 14:06,0
TXN00420,ACC0106,ACC0069,224.19,2025-02-05 22:17,0
TXN00042,ACC0077,ACC0056,283.09,2025-02-20 10:27,0
TXN00003,ACC0049,ACC0001,788.39,2025-01-17 14:18,0
TXN00255,ACC0018,ACC0098,211.86,2025-01-21 03:00,0
TXN00471,ACC0112,ACC0007,203.34,2025-01-03 12:28,0
TXN00182,ACC0076,ACC0039,514.76,2025-01-28 22:16,0
TXN00004,ACC0055,ACC0090,766.28,2025-02-20 17:42,0
TXN00262,ACC0080,ACC0059,667.3,2025-02-28 11:05,0
TXN00311,ACC0043,ACC0102,125.38,2025-01-03 09:58,0
TXN00210,ACC0047,ACC0013,784.93,2025-01-24 17:57,0
TXN00169,ACC0051,ACC0084,73.45,2025-01-22 21:54,0
TXN00190,ACC0085,ACC0088,672.29,2025-02-10 03:57,0
TXN00561,ACC0124,ACC0135,1476.12,2025-01-05 20:39,1
TXN00320,ACC0054,ACC0024,534.85,2025-01-06 16:23,0
TXN00221,ACC0009,ACC0061,364.14,2025-01-24 16:37,0
TXN00156,ACC0096,ACC0113,117.84,2025-01-05 08:49,0
TXN00359,ACC0012,ACC0009,254.34,2025-02-15 23:30,0
TXN00526,ACC0136,ACC0146,1559.73,2025-01-11 02:21,1
TXN00030,ACC0088,ACC0032,536.88,2025-01-23 17:56,0
TXN00511,ACC0020,ACC0031,161.63,2025-02-03 08:52,0
TXN00023,ACC0117,ACC0109,50.13,2025-02-10 13:53,0
TXN00063,ACC0018,ACC0103,377.07,2025-02-03 17:38,0
TXN00015,ACC0073,ACC0013,67.88,2025-01-14 16:16,0
TXN00451,ACC0010,ACC0118,455.69,2025-01-04 17:57,0
TXN00467,ACC0059,ACC0045,132.55,2025-01-13 23:48,0
TXN00187,ACC0117,ACC0078,598.69,2025-02-23 09:49,0
TXN00312,ACC0107,ACC0061,559.9,2025-01-09 22:30,0
TXN00179,ACC0075,ACC0019,193.43,2025-02-10 08:29,0
TXN00338,ACC0042,ACC0085,243.56,2025-01-29 19:45,0
TXN00017,ACC0037,ACC0021,356.17,2025-02-04 22:19,0
TXN00450,ACC0101,ACC0011,425.15,2025-02-03 22:23,0
TXN00175,ACC0004,ACC0006,266.26,2025-01-04 09:22,0
TXN00167,ACC0093,ACC0019,333.88,2025-02-11 04:04,0
TXN00214,ACC0017,ACC0101,456.02,2025-01-05 17:13,0
TXN00327,ACC0090,ACC0062,509.07,2025-02-21 04:04,0
TXN00479,ACC0101,ACC0068,261.8,2025-01-27 13:09,0
TXN00151,ACC0040,ACC0071,20.8,2025-01-27 02:14,0
TXN00101,ACC0120,ACC0012,230.35,2025-01-29 07:48,0
TXN00084,ACC0003,ACC0096,436.14,2025-01-23 07:41,0
TXN00422,ACC0007,ACC0086,725.1,2025-01-15 20:14,0
TXN00248,ACC0042,ACC0100,753.71,2025-02-08 02:56,0
TXN00569,ACC0125,ACC0130,1682.42,2025-01-07 22:07,1
TXN00332,ACC0111,ACC0100,47.77,2025-02-11 10:17,0
TXN00386,ACC0007,ACC0037,400.97,2025-02-26 20:43,0
TXN00131,ACC0085,ACC0103,747.6,2025-01-28 03:34,0
TXN00263,ACC0056,ACC0109,93.63,2025-01-28 18:25,0
TXN00080,ACC0073,ACC0085,31.41,2025-02-11 13:08,0
TXN00253,ACC0063,ACC0068,537.03,2025-01-03 07:25,0
TXN00307,ACC0107,ACC0056,82.45,2025-02-28 07:52,0
TXN00391,ACC0071,ACC0036,662.0,2025-02-09 21:39,0
TXN00158,ACC0106,ACC0001,233.44,2025-01-20 18:37,0
TXN00443,ACC0031,ACC0008,537.55,2025-01-30 09:10,0
TXN00401,ACC0102,ACC0116,583.01,2025-02-14 20:01,0
TXN00164,ACC0085,ACC0102,658.39,2025-01-10 15:02,0
TXN00022,ACC0082,ACC0110,218.55,2025-02-01 08:57,0
TXN00103,ACC0064,ACC0109,266.76,2025-02-01 06:22,0
TXN00517,ACC0109,ACC0056,519.48,2025-01-22 18:54,0
TXN00340,ACC0094,ACC0112,730.17,2025-02-09 13:17,0
TXN00437,ACC0044,ACC0102,243.07,2025-02-13 06:11,0
TXN00257,ACC0091,ACC0030,405.21,2025-02-23 21:51,0
TXN00147,ACC0025,ACC0067,295.81,2025-02-18 15:40,0
TXN00260,ACC0055,ACC0074,329.49,2025-02-10 13:18,0
TXN00406,ACC0025,ACC0003,358.42,2025-01-27 04:26,0
TXN00530,ACC0132,ACC0147,1701.99,2025-01-12 13:11,1
TXN00021,ACC0037,ACC0078,176.4,2025-01-22 06:43,0
TXN00111,ACC0040,ACC0033,192.13,2025-02-16 06:20,0
TXN00135,ACC0039,ACC0090,327.98,2025-01-18 16:34,0
TXN00008,ACC0008,ACC0066,73.29,2025-01-12 02:38,0
TXN00035,ACC0032,ACC0035,135.77,2025-02-14 03:24,0
TXN00464,ACC0023,ACC0069,320.52,2025-01-09 23:14,0
TXN00038,ACC0004,ACC0085,162.57,2025-01-22 08:55,0
TXN00242,ACC0087,ACC0083,449.82,2025-02-08 21:53,0
TXN00089,ACC0092,ACC0015,624.46,2025-01-11 09:06,0
TXN00574,ACC0126,ACC0149,1663.28,2025-01-08 20:42,1
TXN00216,ACC0019,ACC0101,721.42,2025-01-01 08:54,0
TXN00199,ACC0034,ACC0069,107.64,2025-01-24 21:47,0
TXN00339,ACC0055,ACC0022,554.91,2025-01-23 14:02,0
TXN00163,ACC0096,ACC0061,567.13,2025-02-21 12:24,0
TXN00369,ACC0076,ACC0075,131.81,2025-02-12 19:46,0
TXN00007,ACC0007,ACC0075,386.66,2025-02-28 16:10,0
TXN00271,ACC0119,ACC0113,455.95,2025-02-10 19:20,0
TXN00337,ACC0106,ACC0024,440.92,2025-01-21 03:05,0
TXN00256,ACC0064,ACC0096,350.22,2025-01-09 12:34,0
TXN00124,ACC0058,ACC0117,359.75,2025-02-25 18:27,0
TXN00058,ACC0054,ACC0114,507.51,2025-01-13 22:44,0
TXN00198,ACC0109,ACC0103,450.28,2025-01-06 12:00,0
TXN00490,ACC0097,ACC0062,732.41,2025-02-14 19:45,0
TXN00123,ACC0077,ACC0102,498.55,2025-02-19 16:24,0
TXN00028,ACC0019,ACC0056,110.68,2025-01-20 11:57,0
TXN00152,ACC0108,ACC0117,99.63,2025-01-08 20:53,0
TXN00201,ACC0014,ACC0087,194.72,2025-01-02 19:56,0
TXN00097,ACC0115,ACC0107,373.19,2025-01-10 13:11,0
TXN00261,ACC0015,ACC0052,26.48,2025-01-21 05:51,0
TXN00346,ACC0048,ACC0057,612.84,2025-02-06 04:33,0
TXN00487,ACC0103,ACC0098,474.19,2025-02-12 17:13,0
TXN00374,ACC0038,ACC0083,765.75,2025-01-31 07:51,0
TXN00014,ACC0119,ACC0097,749.23,2025-01-01 14:39,0
TXN00399,ACC0063,ACC0091,454.71,2025-01-31 00:23,0
TXN00284,ACC0007,ACC0102,508.4,2025-01-22 02:21,0
TXN00453,ACC0110,ACC0067,359.05,2025-02-13 06:45,0
TXN00044,ACC0033,ACC0006,569.94,2025-01-01 16:59,0
TXN00460,ACC0037,ACC0053,152.19,2025-01-09 20:46,0
TXN00448,ACC0071,ACC0117,381.95,2025-02-04 21:52,0
TXN00309,ACC0051,ACC0065,305.43,2025-01-25 02:23,0
TXN00162,ACC0050,ACC0030,686.25,2025-01-27 01:20,0
TXN00513,ACC0059,ACC0073,202.13,2025-02-14 07:19,0
TXN00317,ACC0009,ACC0015,670.98,2025-02-01 19:34,0
TXN00335,ACC0089,ACC0064,300.2,2025-02-21 16:17,0
TXN00541,ACC0122,ACC0136,1534.11,2025-01-24 12:10,1
TXN00427,ACC0008,ACC0117,617.29,2025-02-11 18:14,0
TXN00491,ACC0027,ACC0051,732.95,2025-02-05 10:49,0
TXN00052,ACC0101,ACC0075,489.26,2025-01-21 14:28,0
TXN00045,ACC0104,ACC0069,552.62,2025-02-17 23:42,0
TXN00405,ACC0106,ACC0088,201.34,2025-02-06 22:07,0
TXN00227,ACC0036,ACC0080,510.13,2025-02-05 22:20,0
TXN00555,ACC0124,ACC0140,1616.71,2025-01-05 22:27,1
TXN00078,ACC0103,ACC0052,582.1,2025-02-23 14:58,0
TXN00352,ACC0092,ACC0057,797.84,2025-02-21 21:54,0
TXN00483,ACC0068,ACC0018,316.85,2025-01-17 06:21,0
TXN00382,ACC0116,ACC0021,652.65,2025-03-01 18:46,0
TXN00363,ACC0076,ACC0024,616.55,2025-01-09 13:32,0
TXN00496,ACC0029,ACC0095,125.28,2025-01-17 17:59,0
TXN00343,ACC0004,ACC0019,680.45,2025-02-13 14:02,0
TXN00289,ACC0011,ACC0040,451.55,2025-02-11 10:52,0
TXN00272,ACC0111,ACC0081,259.75,2025-01-29 02:30,0
TXN00036,ACC0112,ACC0005,688.29,2025-01-15 06:52,0
TXN00074,ACC0062,ACC0001,754.77,2025-01-20 12:54,0
TXN00069,ACC0031,ACC0035,275.32,2025-02-27 17:05,0
TXN00196,ACC0112,ACC0044,645.34,2025-01-30 02:09,0
TXN00071,ACC0028,ACC0009,337.75,2025-01-22 17:29,0
TXN00154,ACC0035,ACC0054,669.43,2025-01-31 07:29,0
TXN00424,ACC0088,ACC0099,118.6,2025-02-05 05:26,0
TXN00161,ACC0120,ACC0042,696.99,2025-02-14 07:36,0
TXN00563,ACC0124,ACC0139,1511.05,2025-01-05 00:06,1
TXN00053,ACC0057,ACC0087,178.82,2025-01-31 23:10,0
TXN00046,ACC0026,ACC0047,350.72,2025-02-12 10:39,0
TXN00197,ACC0097,ACC0029,689.51,2025-02-16 21:25,0
TXN00118,ACC0112,ACC0002,463.51,2025-01-31 15:28,0
TXN00037,ACC0118,ACC0059,286.23,2025-02-22 07:14,0
TXN00351,ACC0016,ACC0018,683.73,2025-01-29 05:57,0
TXN00349,ACC0072,ACC0016,216.8,2025-01-17 22:28,0
TXN00217,ACC0019,ACC0017,436.77,2025-02-21 05:07,0
TXN00062,ACC0007,ACC0072,206.87,2025-02-24 03:29,0
TXN00392,ACC0016,ACC0017,780.32,2025-01-26 11:50,0
TXN00344,ACC0017,ACC0009,196.44,2025-02-11 11:23,0
TXN00005,ACC0092,ACC0063,132.29,2025-01-19 06:03,0
TXN00228,ACC0049,ACC0077,429.14,2025-01-30 16:38,0
TXN00266,ACC0015,ACC0068,412.86,2025-02-27 11:22,0
TXN00527,ACC0121,ACC0126,2028.93,2025-01-10 19:38,1
TXN00304,ACC0033,ACC0007,516.53,2025-02-25 11:35,0
TXN00488,ACC0062,ACC0027,696.88,2025-01-22 09:58,0
TXN00040,ACC0087,ACC0108,433.61,2025-01-02 03:56,0
TXN00577,ACC0138,ACC0126,2562.04,2025-01-05 17:11,1
TXN00110,ACC0096,ACC0071,271.33,2025-02-14 14:17,0
TXN00380,ACC0016,ACC0035,365.18,2025-01-10 03:03,0
TXN00466,ACC0093,ACC0070,345.06,2025-01-25 07:15,0
TXN00047,ACC0041,ACC0085,679.93,2025-02-16 09:32,0
TXN00370,ACC0116,ACC0078,276.72,2025-03-01 18:02,0
TXN00379,ACC0048,ACC0066,453.7,2025-01-21 07:29,0
TXN00575,ACC0125,ACC0133,1753.22,2025-01-07 00:47,1
TXN00157,ACC0102,ACC0110,337.8,2025-03-01 16:17,0
TXN00387,ACC0061,ACC0037,433.99,2025-02-24 03:27,0
TXN00203,ACC0082,ACC0106,376.77,2025-02-14 09:41,0
TXN00027,ACC0020,ACC0070,38.46,2025-01-24 18:35,0
TXN00493,ACC0034,ACC0047,415.13,2025-02-01 14:06,0
TXN00415,ACC0062,ACC0045,452.79,2025-03-01 23:17,0
TXN00412,ACC0083,ACC0103,557.72,2025-02-09 15:12,0
TXN00565,ACC0125,ACC0144,1679.82,2025-01-07 02:07,1
TXN00523,ACC0121,ACC0131,1813.73,2025-01-10 12:43,1
TXN00129,ACC0030,ACC0037,568.5,2025-02-14 14:04,0
TXN00185,ACC0038,ACC0003,782.58,2025-02-12 12:17,0
TXN00458,ACC0075,ACC0010,45.78,2025-01-23 22:04,0
TXN00503,ACC0005,ACC0108,678.89,2025-02-22 21:03,0
TXN00141,ACC0056,ACC0082,653.25,2025-01-06 15:22,0
TXN00082,ACC0028,ACC0059,268.21,2025-02-18 12:17,0
TXN00155,ACC0071,ACC0019,313.03,2025-02-28 19:32,0
TXN00333,ACC0016,ACC0103,300.74,2025-02-26 12:47,0
TXN00454,ACC0075,ACC0063,81.84,2025-02-02 14:51,0
TXN00500,ACC0083,ACC0095,397.57,2025-01-11 23:50,0
TXN00104,ACC0103,ACC0034,278.87,2025-02-26 19:44,0
TXN00404,ACC0081,ACC0093,499.59,2025-02-23 12:09,0
TXN00001,ACC0119,ACC0097,680.47,2025-01-11 13:31,0
TXN00234,ACC0012,ACC0107,77.44,2025-01-28 03:47,0
TXN00537,ACC0122,ACC0145,1493.26,2025-01-24 17:05,1
TXN00081,ACC0111,ACC0060,153.57,2025-01-17 12:20,0
TXN00064,ACC0041,ACC0097,714.23,2025-02-09 23:57,0
TXN00009,ACC0009,ACC0087,690.84,2025-01-26 03:56,0
TXN00236,ACC0072,ACC0043,539.31,2025-01-27 11:55,0
TXN00579,ACC0132,ACC0138,2501.4,2025-01-07 21:55,1
TXN00051,ACC0071,ACC0107,10.32,2025-01-19 06:27,0
TXN00024,ACC0036,ACC0006,12.8,2025-02-19 04:40,0
TXN00025,ACC0034,ACC0021,595.57,2025-02-05 22:27,0
TXN00350,ACC0028,ACC0079,235.61,2025-02-28 15:12,0
TXN00176,ACC0048,ACC0056,125.0,2025-02-03 13:36,0
TXN00249,ACC0007,ACC0020,134.35,2025-02-09 01:43,0
TXN00290,ACC0017,ACC0086,565.24,2025-02-17 21:58,0
TXN00067,ACC0032,ACC0108,513.75,2025-02-19 16:31,0
TXN00498,ACC0030,ACC0049,460.13,2025-01-16 15:35,0
TXN00281,ACC0083,ACC0023,40.92,2025-02-15 14:28,0
